white wine quality database, 0=undrinkable, 1=undrinkable, 2=undrinkable, 3=poor, 4=below average, 5=average, 6=above average, 7=good, 8=great, 9=superb, 10=unrivaled
3960,7,6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7
3961,7,8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1
3962,7,7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8
3963,7,7.1,0.28,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2
3964,7,7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8
3965,7,7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8
3966,7,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3
3967,7,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3
3968,7,6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8
3969,7,6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3
3970,7,6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3
3971,7,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5
3972,7,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5
3973,7,5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10
3974,7,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9
3975,7,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9
3976,7,6.6,0.21,0.31,11.4,0.039,46,165,0.99795,3.41,0.44,9.8
3977,7,6.4,0.35,0.28,1.1,0.055,9,160,0.99405,3.42,0.5,9.1
3978,7,7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9
3979,7,7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11
3980,7,7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12
3981,7,7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12
3982,7,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8
3983,7,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8
3984,7,6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8
3985,7,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8
3986,7,6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8
3987,7,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5
3988,7,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5
3989,7,7.4,0.2,0.35,2.1,0.038,30,116,0.9949,3.49,0.77,10.3
3990,7,6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10
3991,7,7.3,0.25,0.42,14.2,0.041,57,182,0.9996,3.29,0.75,9.1
3992,7,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5
3993,7,7.3,0.28,0.42,14.4,0.04,49,173,0.9994,3.28,0.82,9
3994,7,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10
3995,7,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10
3996,7,6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2
3997,7,6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11
3998,7,6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11
3999,7,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11
4000,7,7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2
4001,7,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11
4002,7,6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11
4003,7,7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3
4004,7,8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2
4005,7,7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4
4006,7,6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5
4007,7,7.7,0.17,0.52,5.9,0.017,21,84,0.9929,3.14,0.4,11.9
4008,7,7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6
4009,7,5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10
4010,7,6.9,0.48,0.36,3.5,0.03,31,135,0.9904,3.14,0.38,12.2
4011,7,6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7
4012,7,6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2
4013,7,6.6,0.23,0.32,0.9,0.041,25,79,0.9926,3.39,0.54,10.2
4014,7,6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2
4015,7,8,0.42,0.36,5,0.037,34,101,0.992,3.13,0.57,12.3
4016,7,6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12
4017,7,5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4
4018,7,5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3
4019,7,6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6
4020,7,6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12
4021,7,7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7
4022,7,7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7
4023,7,7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12
4024,7,7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1
4025,7,8,0.19,0.36,1.8,0.05,16,84,0.9936,3.15,0.45,9.8
4026,7,6.9,0.24,0.39,1.3,0.063,18,136,0.9928,3.31,0.48,10.4
4027,7,6.6,0.22,0.37,1.2,0.059,45,199,0.993,3.37,0.55,10.3
4028,7,7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2
4029,7,8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4
4030,7,8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4
4031,7,7,0.24,0.35,1.5,0.052,51,128,0.9941,3.41,0.59,10.4
4032,7,7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3
4033,7,7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9
4034,7,8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6
4035,7,7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1
4036,7,8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6
4037,7,8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3
4038,7,8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9
4039,7,6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7
4040,7,6.8,0.15,0.33,4.7,0.059,31,118,0.9956,3.43,0.39,9
4041,7,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1
4042,7,7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6
4043,7,8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6
4044,7,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1
4045,7,5.8,0.29,0.21,2.6,0.025,12,120,0.9894,3.39,0.79,14
4046,7,5.5,0.32,0.45,4.9,0.028,25,191,0.9922,3.51,0.49,11.5
4047,7,7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6
4048,7,6.1,0.29,0.27,1.7,0.024,13,76,0.9893,3.21,0.51,12.6
4049,7,7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6
4050,7,6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4
4051,7,6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9
4052,7,6.4,0.125,0.29,5.85,0.042,24,99,0.992,3.23,0.32,12
4053,7,7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8
4054,7,6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2
4055,7,6.3,0.32,0.35,11.1,0.039,29,198,0.9984,3.36,0.5,9.4
4056,7,7.9,0.46,0.32,4.1,0.033,40,138,0.9912,3.18,0.44,12.8
4057,7,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7
4058,7,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1
4059,7,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7
4060,7,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1
4061,7,7.4,0.25,0.37,6.9,0.02,14,93,0.9939,3,0.48,10.7
4062,7,7,0.17,0.37,1.5,0.028,26,75,0.9922,3.3,0.46,10.8
4063,7,5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5
4064,7,7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3
4065,7,7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3
4066,7,7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4
4067,7,7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6
4068,7,7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5
4069,7,7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6
4070,7,8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3
4071,7,7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5
4072,7,8,0.2,0.4,5.2,0.055,41,167,0.9953,3.18,0.4,10.6
4073,7,7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8
4074,7,5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5
4075,7,7.3,0.25,0.41,1.8,0.037,52,165,0.9911,3.29,0.39,12.2
4076,7,6.9,0.31,0.34,7.4,0.059,36,174,0.9963,3.46,0.62,11.1
4077,7,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6
4078,7,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6
4079,7,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6
4080,7,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1
4081,7,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1
4082,7,6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4
4083,7,8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9
4084,7,7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8
4085,7,7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6
4086,7,7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7
4087,7,7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8
4088,7,7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3
4089,7,7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2
4090,7,8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9
4091,7,8,0.57,0.39,3.9,0.034,22,122,0.9917,3.29,0.67,12.8
4092,7,6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7
4093,7,6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8
4094,7,6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6
4095,7,6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3
4096,7,6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1
4097,7,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12
4098,7,6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4
4099,7,6.2,0.3,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2
4100,7,6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1
4101,7,6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12
4102,7,5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3
4103,7,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7
4104,7,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3
4105,7,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7
4106,7,6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3
4107,7,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3
4108,7,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9
4109,7,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9
4110,7,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9
4111,7,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9
4112,7,7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8
4113,7,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4
4114,7,6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1
4115,7,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4
4116,7,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8
4117,7,7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3
4118,7,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8
4119,7,7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3
4120,7,6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1
4121,7,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11
4122,7,6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6
4123,7,9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8
4124,7,7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11
4125,7,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11
4126,7,8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2
4127,7,7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1
4128,7,7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6
4129,7,6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11
4130,7,7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2
4131,7,6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7
4132,7,7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2
4133,7,8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9
4134,7,5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5
4135,7,5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5
4136,7,8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10
4137,7,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3
4138,7,8,0.14,0.49,1.5,0.035,42,120,0.9928,3.26,0.4,10.6
4139,7,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3
4140,7,9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5
4141,7,7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11
4142,7,7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1
4143,7,8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2
4144,7,7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1
4145,7,7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5
4146,7,7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1
4147,7,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8
4148,7,6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8
4149,7,7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5
4150,7,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4
4151,7,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4
4152,7,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9
4153,7,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9
4154,7,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1
4155,7,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9
4156,7,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1
4157,7,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9
4158,7,7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8
4159,7,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9
4160,7,6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4
4161,7,7.4,0.23,0.25,1.4,0.049,43,141,0.9934,3.42,0.54,10.2
4162,7,6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11
4163,7,7.7,0.43,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2
4164,7,6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6
4165,7,7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8
4166,7,7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1
4167,7,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1
4168,7,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8
4169,7,6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12
4170,7,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8
4171,7,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3
4172,7,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3
4173,7,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12
4174,7,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3
4175,7,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12
4176,7,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11
4177,7,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11
4178,7,7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11
4179,7,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4
4180,7,6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5
4181,7,7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5
4182,7,7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8
4183,7,8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1
4184,7,6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6
4185,7,7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12
4186,7,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5
4187,7,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5
4188,7,8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2
4189,7,7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1
4190,7,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2
4191,7,8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13
4192,7,8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5
4193,7,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7
4194,7,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7
4195,7,7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3
4196,7,8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2
4197,7,6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5
4198,7,7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6
4199,7,6.3,0.28,0.24,8.45,0.031,32,172,0.9958,3.39,0.57,9.7
4200,7,6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12
4201,7,7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1
4202,7,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2
4203,7,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2
4204,7,6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5
4205,7,6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4
4206,7,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
4207,7,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
4208,7,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
4209,7,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
4210,7,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
4211,7,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
4212,7,7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1
4213,7,6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9
4214,7,7.5,0.18,0.31,11.7,0.051,24,94,0.997,3.19,0.44,9.5
4215,7,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3
4216,7,7.4,0.24,0.26,1.6,0.058,53,150,0.9936,3.18,0.5,9.9
4217,7,6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5
4218,7,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4
4219,7,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4
4220,7,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5
4221,7,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5
4222,7,7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6
4223,7,7.4,0.18,0.29,1.4,0.042,34,101,0.99384,3.54,0.6,10.5
4224,7,7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5
4225,7,7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5
4226,7,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6
4227,7,7.4,0.18,0.24,1.4,0.047,21,106,0.99383,3.52,0.64,10.5
4228,7,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6
4229,7,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2
4230,7,6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6
4231,7,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2
4232,7,7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6
4233,7,7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2
4234,7,7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12
4235,7,6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6
4236,7,7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12
4237,7,6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7
4238,7,7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7
4239,7,7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5
4240,7,6.3,0.1,0.24,6,0.039,25,107,0.99511,3.59,0.49,10.5
4241,7,6.4,0.17,0.34,1.5,0.091,42,135,0.9938,3.25,0.49,9.6
4242,7,8.1,0.4,0.32,7.9,0.031,23,118,0.99176,3.05,0.46,13.3
4243,7,7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11
4244,7,7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3
4245,7,5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6
4246,7,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1
4247,7,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1
4248,7,7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3
4249,7,6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3
4250,7,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9
4251,7,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9
4252,7,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5
4253,7,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5
4254,7,6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7
4255,7,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2
4256,7,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2
4257,7,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2
4258,7,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2
4259,7,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2
4260,7,6.9,0.21,0.24,1.8,0.021,17,80,0.98992,3.15,0.46,12.3
4261,7,5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6
4262,7,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
4263,7,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
4264,7,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
4265,7,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
4266,7,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
4267,7,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
